,movie_title,genres,runtime_minutes,director_name,director_deathYear
1030,Shrek,"Adventure,Animation,Comedy",90.0,-,0
1031,Ted,Comedy,106.0,Seth MacFarlane,2
1032,22 Jump Street,"Action,Comedy,Crime",112.0,-,0
1033,Robin Hood: Prince of Thieves,"Action,Adventure,Drama",143.0,Kevin Reynolds,2
1034,Jerry Maguire,"Comedy,Drama,Romance",139.0,Cameron Crowe,2
1035,Patch Adams,"Biography,Comedy,Drama",115.0,Tom Shadyac,2
1036,Central Intelligence,"Action,Comedy,Crime",107.0,Rawson Marshall Thurber,2
1037,Anchorman 2: The Legend Continues,Comedy,119.0,Adam McKay,2
1038,Super 8,"Action,Mystery,Sci-Fi",112.0,J.J. Abrams,2
1039,Mr. Deeds,"Comedy,Romance",96.0,Steven Brill,2
1040,Erin Brockovich,"Biography,Drama",131.0,Steven Soderbergh,2
1041,Creed II,"Action,Drama,Sport",130.0,Steven Caple Jr.,2
1042,Peter Rabbit,"Adventure,Comedy,Crime",95.0,Will Gluck,2
1043,How to Lose a Guy in 10 Days,"Comedy,Romance",116.0,Donald Petrie,2
1044,The Mule,"Crime,Drama,Thriller",116.0,Clint Eastwood,2
1045,Yes Man,"Comedy,Romance",104.0,Peyton Reed,2
1046,Non-Stop,"Action,Mystery,Thriller",106.0,Jaume Collet-Serra,2
1047,Stepmom,"Comedy,Drama",125.0,Chris Columbus,2
1048,Failure to Launch,"Comedy,Romance",97.0,Tom Dey,2
1049,Inside Man,"Crime,Drama,Mystery",129.0,Spike Lee,2
1050,The Emoji Movie,"Adventure,Animation,Comedy",86.0,Tony Leondis,2
1051,The Post,"Biography,Drama,History",116.0,Steven Spielberg,2
1052,Payback,"Action,Crime,Drama",100.0,Brian Helgeland,2
1053,Congo,"Action,Adventure,Mystery",109.0,Frank Marshall,2
1054,Knowing,"Action,Mystery,Sci-Fi",121.0,Alex Proyas,2
1055,The Ring Two,"Horror,Mystery",110.0,Hideo Nakata,2
1056,We Bought a Zoo,"Comedy,Drama,Family",124.0,Cameron Crowe,2
1057,Moneyball,"Biography,Drama,Sport",133.0,Bennett Miller,2
1058,Christmas with the Kranks,"Comedy,Family",99.0,Joe Roth,2
1059,Outbreak,"Action,Drama,Thriller",127.0,Wolfgang Petersen,2022
1060,The Woman King,"Action,Drama,History",135.0,Gina Prince-Bythewood,2
1061,Race to Witch Mountain,"Action,Adventure,Family",98.0,Andy Fickman,2
1062,The Forgotten,"Drama,Mystery,Sci-Fi",91.0,Joseph Ruben,2
1063,A Man Called Otto,"Comedy,Drama",126.0,Marc Forster,2
1064,Shanghai Knights,"Action,Adventure,Comedy",114.0,David Dobkin,2
1065,Curious George,"Adventure,Animation,Comedy",87.0,Matthew O'Callaghan,2
1066,American Reunion,Comedy,113.0,-,0
1067,Hansel & Gretel: Witch Hunters,"Action,Fantasy,Horror",88.0,Tommy Wirkola,2
1068,Unfaithful,"Drama,Romance,Thriller",124.0,Adrian Lyne,2
1069,American Made,"Action,Comedy,Crime",115.0,Doug Liman,2
1070,Syriana,"Drama,Thriller",128.0,Stephen Gaghan,2
1071,Resident Evil: Apocalypse,"Action,Horror,Sci-Fi",94.0,Alexander Witt,2
1072,The Book of Life,"Adventure,Animation,Comedy",95.0,Jorge R. Gutiérrez,2
1073,Absolute Power,"Action,Crime,Drama",121.0,Clint Eastwood,2
1074,Firewall,"Action,Crime,Thriller",105.0,Richard Loncraine,2
1075,The Game,"Drama,Mystery,Thriller",129.0,David Fincher,2
1076,G.I. Jane,"Action,Drama,War",125.0,Ridley Scott,2
1077,Into the Storm,"Action,Adventure,Drama",89.0,Steven Quale,2
1078,The Judge,"Crime,Drama",141.0,David Dobkin,2
1079,Silent Hill,"Horror,Mystery",125.0,Christophe Gans,2
1080,"Lyle, Lyle, Crocodile","Adventure,Animation,Comedy",106.0,-,0
1081,Rambo: Last Blood,"Action,Crime,Thriller",89.0,Adrian Grunberg,2
1082,The Replacements,"Comedy,Sport",118.0,Howard Deutch,2
1083,The Negotiator,"Action,Crime,Drama",140.0,F. Gary Gray,2
1084,War Dogs,"Biography,Comedy,Crime",114.0,Todd Phillips,2
1085,Beverly Hills Cop III,"Action,Comedy,Crime",104.0,John Landis,2
1086,Gremlins 2: The New Batch,"Comedy,Fantasy,Horror",106.0,-,0
1087,The Peacemaker,"Action,Thriller",124.0,Mimi Leder,2
1088,Out of Time,"Crime,Drama,Mystery",105.0,Carl Franklin,2
1089,The Beach,"Adventure,Drama,Romance",119.0,Danny Boyle,2
1090,On Deadly Ground,"Action,Adventure,Thriller",101.0,Steven Seagal,2
1091,Ninja Assassin,"Action,Thriller",99.0,James McTeigue,2
1092,Raising Helen,"Comedy,Drama,Romance",119.0,Garry Marshall,2016
1093,The Nice Guys,"Action,Comedy,Crime",116.0,Shane Black,2
1094,For Love of the Game,"Drama,Romance,Sport",137.0,Sam Raimi,2
1095,Jack Frost,"Comedy,Drama,Family",101.0,Troy Miller,2
1096,Marmaduke,"Comedy,Family",99.0,Tom Dey,2
1097,Striptease,"Comedy,Crime,Drama",115.0,Andrew Bergman,2
1098,Hereafter,"Drama,Fantasy,Romance",129.0,Clint Eastwood,2
1099,Murder by Numbers,"Crime,Mystery,Thriller",115.0,Barbet Schroeder,2
1100,Assassins,"Action,Crime,Thriller",133.0,Richard Donner,2021
1101,Hostiles,"Drama,Western",134.0,Scott Cooper,2
1102,Zoolander 2,"Action,Adventure,Comedy",101.0,Ben Stiller,2
1103,Hannibal Rising,"Adventure,Crime,Drama",121.0,Peter Webber,2
1104,The Story of Us,"Comedy,Drama,Romance",95.0,Rob Reiner,2
1105,The Host,"Action,Adventure,Drama",125.0,Andrew Niccol,2
1106,Basic,"Action,Crime,Drama",98.0,John McTiernan,2
1107,Run All Night,"Action,Crime,Thriller",114.0,Jaume Collet-Serra,2
1108,Blood Work,"Action,Crime,Drama",110.0,Clint Eastwood,2
1109,The International,"Action,Crime,Drama",118.0,Tom Tykwer,2
1110,Escape from L.A.,"Action,Adventure,Sci-Fi",101.0,John Carpenter,2
1111,Twisted,"Crime,Drama,Mystery",97.0,Philip Kaufman,2
1112,All the Money in the World,"Biography,Crime,Drama",132.0,Ridley Scott,2
1113,The Life Aquatic with Steve Zissou,"Action,Adventure,Comedy",119.0,Wes Anderson,2
1114,The Iron Giant,"Action,Adventure,Animation",86.0,Brad Bird,2
1115,Hellboy,"Action,Adventure,Fantasy",120.0,Neil Marshall,2
1116,Your Highness,"Action,Adventure,Comedy",102.0,David Gordon Green,2
1117,Dream House,"Drama,Mystery,Thriller",92.0,Jim Sheridan,2
1118,Free State of Jones,"Action,Biography,Drama",139.0,Gary Ross,2
1119,Gamer,"Action,Sci-Fi,Thriller",95.0,-,0
1120,Man of the House,"Comedy,Crime",100.0,Stephen Herek,2
1121,The Life of David Gale,"Crime,Drama,Thriller",130.0,Alan Parker,2020
1122,Beautiful Creatures,"Drama,Fantasy,Romance",124.0,Richard LaGravenese,2
1123,Into the Blue,"Action,Adventure,Crime",110.0,John Stockwell,2
1124,Eastern Promises,"Crime,Drama,Thriller",100.0,David Cronenberg,2
1125,King Richard,"Biography,Drama,Sport",144.0,Reinaldo Marcus Green,2
1126,The Messenger: The Story of Joan of Arc,"Adventure,Biography,Drama",158.0,Luc Besson,2
1127,Fair Game,"Action,Romance,Thriller",91.0,Andrew Sipes,2
1128,Drive Angry,"Action,Comedy,Fantasy",104.0,Patrick Lussier,2
1129,Mad City,"Crime,Drama,Thriller",114.0,Costa-Gavras,2
1130,The Scarlet Letter,"Drama,Romance,Western",135.0,Roland Joffé,2
1131,Domino,"Action,Biography,Crime",127.0,Tony Scott,2012
1132,Jade,"Crime,Drama,Thriller",95.0,William Friedkin,2
1133,Street Fighter: The Legend of Chun-Li,"Action,Crime,Fantasy",96.0,Andrzej Bartkowiak,2
1134,Death to Smoochy,"Comedy,Crime,Drama",109.0,Danny DeVito,2
1135,Early Man,"Adventure,Animation,Comedy",89.0,Nick Park,2
1136,The Many Saints of Newark,"Crime,Drama",120.0,Alan Taylor,2
1137,The Boat That Rocked,"Comedy,Drama,Music",135.0,Richard Curtis,2
1138,The Big Bounce,"Comedy,Crime",88.0,George Armitage,2
1139,What Planet Are You From?,"Comedy,Sci-Fi",105.0,Mike Nichols,2014
1140,Arctic Dogs,"Adventure,Animation,Comedy",92.0,Aaron Woodley,2
1141,The Rhythm Section,"Action,Drama,Mystery",109.0,Reed Morano,2
1142,Child 44,"Crime,Drama,History",137.0,Daniel Espinosa,2
1143,Upside Down,"Drama,Fantasy,Romance",109.0,Juan Solanas,2
1144,Upside Down,Drama,81.0,Ajay Singh,2
1145,Shanghai,"Crime,Drama,Mystery",120.0,Dibakar Banerjee,2
1146,Dora and the Lost City of Gold,"Action,Adventure,Comedy",102.0,James Bobin,2
1147,The One,"Action,Sci-Fi,Thriller",87.0,James Wong,2
1148,Chappie,"Action,Crime,Drama",120.0,Neill Blomkamp,2
1149,The Adventures of Ford Fairlane,"Action,Adventure,Comedy",104.0,Renny Harlin,2
1150,Anna Karenina,"Drama,Romance",129.0,Joe Wright,2
1151,Indiana Jones and the Last Crusade,"Action,Adventure",127.0,Steven Spielberg,2
1152,The Ring,"Horror,Mystery",115.0,Gore Verbinski,2
1153,Traffic,"Crime,Drama,Thriller",147.0,Steven Soderbergh,2
1154,Panic Room,"Crime,Drama,Thriller",112.0,David Fincher,2
1155,Zombieland: Double Tap,"Action,Comedy,Horror",99.0,Ruben Fleischer,2
1156,The Thomas Crown Affair,"Crime,Romance,Thriller",113.0,John McTiernan,2
1157,Instant Family,"Comedy,Drama",118.0,Sean Anders,2
1158,The Bone Collector,"Crime,Drama,Mystery",118.0,Phillip Noyce,2
1159,Three Kings,"Action,Adventure,Comedy",114.0,David O. Russell,2
1160,Tooth Fairy,"Comedy,Family,Fantasy",101.0,Michael Lembeck,2
1161,Rat Race,"Action,Adventure,Comedy",112.0,Jerry Zucker,2
1162,3:10 to Yuma,"Action,Crime,Drama",122.0,James Mangold,2
1163,K-PAX,"Drama,Mystery,Sci-Fi",120.0,Iain Softley,2
1164,Bedazzled,"Comedy,Fantasy",93.0,Harold Ramis,2014
1165,Out of Sight,"Comedy,Crime,Drama",123.0,Steven Soderbergh,2
1166,The Cotton Club,"Crime,Drama,Music",129.0,Francis Ford Coppola,2
1167,Rambo,"Action,Adventure,Thriller",92.0,Sylvester Stallone,2
1168,The Infiltrator,"Biography,Crime,Drama",127.0,Brad Furman,2
1169,Dick Tracy,"Action,Comedy,Crime",105.0,Warren Beatty,2
1170,Arrival,"Drama,Mystery,Sci-Fi",116.0,Denis Villeneuve,2
1171,The Cable Guy,"Comedy,Drama,Thriller",96.0,Ben Stiller,2
1172,Addams Family Values,"Comedy,Fantasy",94.0,Barry Sonnenfeld,2
1173,Riding in Cars with Boys,"Biography,Comedy,Drama",132.0,Penny Marshall,2018
1174,Solaris,"Drama,Mystery,Romance",99.0,Steven Soderbergh,2
1175,Jonah Hex,"Action,Drama,Fantasy",81.0,Jimmy Hayward,2
1176,Mary Reilly,"Drama,Horror,Romance",108.0,Stephen Frears,2
1177,Silence,"Drama,History",161.0,Martin Scorsese,2
1178,My Best Friend's Wedding,"Comedy,Drama,Romance",105.0,P.J. Hogan,2
1179,America's Sweethearts,"Comedy,Romance",102.0,Joe Roth,2
1180,Star Trek: First Contact,"Action,Adventure,Drama",111.0,Jonathan Frakes,2
1181,Brother Bear,"Adventure,Animation,Comedy",85.0,-,0
1182,Insomnia,"Drama,Mystery,Thriller",118.0,Christopher Nolan,2
1183,Prisoners,"Crime,Drama,Mystery",153.0,Denis Villeneuve,2
1184,Courage Under Fire,"Action,Drama,Mystery",116.0,Edward Zwick,2
1185,Liar Liar,"Comedy,Fantasy",86.0,Tom Shadyac,2
1186,Taken 2,"Action,Crime,Thriller",92.0,Olivier Megaton,2
1187,The Flintstones,"Comedy,Family,Fantasy",91.0,Brian Levant,2
1188,Scary Movie 3,Comedy,84.0,David Zucker,2
1189,Miss Congeniality,"Action,Comedy,Crime",109.0,Donald Petrie,2
1190,Pitch Perfect 3,"Comedy,Music",93.0,Trish Sie,2
1191,Journey to the Center of the Earth,"Action,Adventure,Family",93.0,Eric Brevig,2
1192,The Pelican Brief,"Crime,Drama,Mystery",141.0,Alan J. Pakula,1998
1193,The Princess Diaries 2: Royal Engagement,"Comedy,Family,Romance",113.0,Garry Marshall,2016
1194,The Bucket List,"Adventure,Comedy,Drama",97.0,Rob Reiner,2
1195,The Client,"Crime,Drama,Mystery",119.0,Joel Schumacher,2020
1196,The Muppets,"Adventure,Comedy,Family",120.0,James Bobin,2
1197,Patriot Games,"Action,Thriller",117.0,Phillip Noyce,2
1198,Monster-in-Law,"Comedy,Romance",101.0,Robert Luketic,2
1199,Training Day,"Action,Crime,Drama",122.0,Antoine Fuqua,2
1200,The Girl on the Train,"Crime,Drama,Mystery",112.0,Tate Taylor,2
1201,Galaxy Quest,"Adventure,Comedy,Sci-Fi",102.0,Dean Parisot,2
1202,Scary Movie 2,"Comedy,Horror",83.0,Keenen Ivory Wayans,2
1203,Blade,"Action,Horror,Sci-Fi",120.0,Stephen Norrington,2
1204,Coach Carter,"Biography,Drama,Sport",136.0,Thomas Carter,2
1205,The Bounty Hunter,"Action,Comedy,Romance",110.0,Andy Tennant,2
1206,Changing Lanes,"Drama,Thriller",98.0,Roger Michell,2021
1207,Anaconda,"Action,Adventure,Horror",89.0,Luis Llosa,2
1208,Underworld: Evolution,"Action,Fantasy,Thriller",106.0,Len Wiseman,2
1209,A Beautiful Day in the Neighborhood,"Biography,Drama",109.0,Marielle Heller,2
1210,Coyote Ugly,"Comedy,Drama,Music",100.0,David McNally,2
1211,Love Actually,"Comedy,Drama,Romance",135.0,Richard Curtis,2
1212,Jack,"Comedy,Drama,Fantasy",113.0,Francis Ford Coppola,2
1213,The Specialist,"Action,Drama,Thriller",110.0,Luis Llosa,2
1214,Office Christmas Party,Comedy,105.0,-,0
1215,Tin Cup,"Comedy,Drama,Romance",135.0,Ron Shelton,2
1216,The Hitchhiker's Guide to the Galaxy,"Adventure,Comedy,Sci-Fi",109.0,Garth Jennings,2
1217,Resident Evil: Extinction,"Action,Horror,Sci-Fi",94.0,Russell Mulcahy,2
1218,Fat Albert,"Comedy,Family,Fantasy",93.0,Joel Zwick,2
1219,Savages,"Action,Crime,Drama",131.0,Oliver Stone,2
1220,The River Wild,"Adventure,Crime,Thriller",111.0,Curtis Hanson,2016
1221,Blended,"Comedy,Romance",117.0,Frank Coraci,2
1222,Peter Rabbit 2: The Runaway,"Adventure,Comedy,Crime",93.0,Will Gluck,2
1223,Last Holiday,"Comedy,Romance",112.0,Wayne Wang,2
1224,16 Blocks,"Action,Drama,Thriller",102.0,Richard Donner,2021
1225,The Indian in the Cupboard,"Drama,Family,Fantasy",96.0,Frank Oz,2
1226,Cellular,"Action,Crime,Thriller",94.0,David R. Ellis,2013
1227,Doctor Sleep,"Drama,Fantasy,Horror",152.0,Mike Flanagan,2
1228,The Ant Bully,"Adventure,Animation,Comedy",88.0,John A. Davis,2
1229,Johnny English,"Action,Adventure,Comedy",89.0,Peter Howitt,2
1230,Dune,"Action,Adventure,Sci-Fi",137.0,David Lynch,2
1231,Aliens in the Attic,"Adventure,Comedy,Family",86.0,John Schultz,2
1232,Across the Universe,"Drama,Fantasy,History",133.0,Julie Taymor,2
1233,Revolutionary Road,"Drama,Romance",119.0,Sam Mendes,2
1234,Babylon A.D.,"Action,Adventure,Sci-Fi",90.0,Mathieu Kassovitz,2
1235,Richard Jewell,"Biography,Crime,Drama",131.0,Clint Eastwood,2
1236,The Glimmer Man,"Action,Comedy,Crime",91.0,John Gray,2
1237,UglyDolls,"Adventure,Animation,Comedy",87.0,Kelly Asbury,2020
1238,Multiplicity,"Comedy,Romance,Sci-Fi",117.0,Harold Ramis,2014
1239,The Pledge,"Crime,Drama,Mystery",124.0,Sean Penn,2
1240,Paws of Fury: The Legend of Hank,"Action,Animation,Comedy",98.0,-,0
1241,The Phantom,"Action,Adventure,Comedy",100.0,Simon Wincer,2
1242,Rebound,"Comedy,Family,Sport",86.0,Steve Carr,2
1243,The Ghost Writer,"Crime,Drama,Mystery",128.0,Roman Polanski,2
1244,All the Pretty Horses,"Drama,Romance,Western",116.0,Billy Bob Thornton,2
1245,Bangkok Dangerous,"Action,Crime,Thriller",99.0,-,0
1246,Nixon,"Biography,Drama,History",192.0,Oliver Stone,2
1247,Dredd,"Action,Crime,Sci-Fi",95.0,Pete Travis,2
1248,The Rum Diary,"Comedy,Drama",119.0,Bruce Robinson,2
1249,Deep Rising,"Action,Adventure,Horror",106.0,Stephen Sommers,2
1250,Welcome to Marwen,"Biography,Comedy,Drama",116.0,Robert Zemeckis,2
1251,Johnny English Reborn,"Action,Adventure,Comedy",101.0,Oliver Parker,2
1252,Miracle at St. Anna,"Action,Drama,War",160.0,Spike Lee,2
1253,Big Trouble,"Comedy,Crime,Thriller",85.0,Barry Sonnenfeld,2
1254,Love in the Time of Cholera,"Drama,Romance",139.0,Mike Newell,2
1255,Pinocchio,"Comedy,Family,Fantasy",108.0,Roberto Benigni,2
1256,Shadow Conspiracy,"Action,Thriller",103.0,George P. Cosmatos,2005
1257,Argo,"Biography,Drama,Thriller",120.0,Ben Affleck,2
1258,The Fugitive,"Action,Crime,Drama",130.0,Andrew Davis,2
1259,Rambo: First Blood Part II,"Action,Adventure,Thriller",96.0,George P. Cosmatos,2005
1260,Sleepers,"Crime,Drama,Thriller",147.0,Barry Levinson,2
1261,Charlie St. Cloud,"Drama,Fantasy,Romance",100.0,Burr Steers,2
1262,The Juror,"Crime,Drama,Thriller",118.0,Brian Gibson,2004
1263,The Interview,"Action,Adventure,Comedy",112.0,-,0
1264,Heaven's Gate,"Adventure,Drama,Western",219.0,Michael Cimino,2016
1265,The Heat,"Action,Comedy,Crime",117.0,Paul Feig,2
1266,Finding Forrester,Drama,136.0,Gus Van Sant,2
1267,28 Days,"Comedy,Drama",103.0,Betty Thomas,2
1268,The Sweetest Thing,"Comedy,Romance",84.0,Roger Kumble,2
1269,Last Night in Soho,"Drama,Horror,Mystery",116.0,Edgar Wright,2
1270,A Monster Calls,"Adventure,Drama,Family",108.0,J.A. Bayona,2
1271,The Mechanic,"Action,Crime,Thriller",93.0,Simon West,2
1272,The Firm,"Drama,Mystery,Thriller",154.0,Sydney Pollack,2008
1273,21 Jump Street,"Action,Comedy,Crime",109.0,-,0
1274,Notting Hill,"Comedy,Drama,Romance",124.0,Roger Michell,2021
1275,Little Women,"Drama,Romance",135.0,Greta Gerwig,2
1276,Chicken Run,"Adventure,Animation,Comedy",84.0,-,0
1277,Along Came Polly,"Comedy,Romance",90.0,John Hamburg,2
1278,Boomerang,"Comedy,Drama,Romance",117.0,Reginald Hudlin,2
1279,Cleopatra,"Biography,Drama,History",192.0,Joseph L. Mankiewicz,1993
1280,Snatched,"Action,Adventure,Comedy",90.0,Jonathan Levine,2
1281,Here Comes the Boom,"Action,Comedy,Sport",105.0,Frank Coraci,2
1282,High Crimes,"Crime,Drama,Mystery",115.0,Carl Franklin,2
1283,The Mirror Has Two Faces,"Comedy,Drama,Romance",126.0,Barbra Streisand,2
1284,Red Riding Hood,"Fantasy,Horror,Mystery",100.0,Catherine Hardwicke,2
1285,The Mothman Prophecies,"Drama,Horror,Mystery",119.0,Mark Pellington,2
1286,Licence to Kill,"Action,Adventure,Thriller",133.0,John Glen,2
1287,Holmes & Watson,"Comedy,Crime,Mystery",90.0,Etan Cohen,2
1288,One for the Money,"Action,Comedy,Crime",91.0,Julie Anne Robinson,2
1289,15 Minutes,"Action,Crime,Drama",120.0,John Herzfeld,2
1290,Lord of War,"Crime,Drama",122.0,Andrew Niccol,2
1291,Super Mario Bros.,"Adventure,Comedy,Family",104.0,-,0
1292,Hero,"Comedy,Drama,Romance",119.0,Stephen Frears,2
1293,Man on a Ledge,"Action,Crime,Thriller",102.0,Asger Leth,2
1294,The Warrior's Way,"Action,Fantasy,Western",100.0,Sngmoo Lee,2
1295,McHale's Navy,"Action,Comedy",108.0,Bryan Spicer,2
1296,8 Mile,"Drama,Music",110.0,Curtis Hanson,2016
1297,Rocketman,"Biography,Drama,Musical",121.0,Dexter Fletcher,2
1298,Rocketman,"Adventure,Comedy,Documentary",94.0,-,0
1299,The Medallion,"Action,Comedy,Fantasy",88.0,Gordon Chan,2
1300,The Big Year,Comedy,102.0,David Frankel,2
1301,The Sixth Sense,"Drama,Mystery,Thriller",107.0,M. Night Shyamalan,2
1302,Wedding Crashers,"Comedy,Romance",119.0,David Dobkin,2
1303,The Karate Kid,"Action,Drama,Family",140.0,Harald Zwart,2
1304,Fifty Shades of Grey,"Drama,Romance,Thriller",125.0,Sam Taylor-Johnson,2
1305,Knives Out,"Comedy,Crime,Drama",130.0,Rian Johnson,2
1306,The Proposal,"Comedy,Drama,Romance",108.0,Anne Fletcher,2
1307,American Hustle,"Crime,Drama",138.0,David O. Russell,2
1308,Cheaper by the Dozen,"Comedy,Family",98.0,Shawn Levy,2
1309,Lucy,"Action,Sci-Fi,Thriller",89.0,Luc Besson,2
1310,Lone Survivor,"Action,Biography,Drama",121.0,Peter Berg,2
1311,Back to the Future Part II,"Adventure,Comedy,Sci-Fi",108.0,Robert Zemeckis,2
1312,Double Jeopardy,"Crime,Drama,Mystery",105.0,Bruce Beresford,2
1313,A Time to Kill,"Crime,Drama,Thriller",149.0,Joel Schumacher,2020
1314,A League of Their Own,"Comedy,Drama,Sport",128.0,Penny Marshall,2018
1315,The Social Network,"Biography,Drama",120.0,David Fincher,2
1316,Julie & Julia,"Biography,Drama,Romance",123.0,Nora Ephron,2012
1317,He's Just Not That Into You,"Comedy,Drama,Romance",129.0,Ken Kwapis,2
1318,Ride Along 2,"Action,Comedy,Crime",102.0,Tim Story,2
1319,Scary Movie 4,Comedy,83.0,David Zucker,2
1320,Get Hard,"Comedy,Crime",100.0,Etan Cohen,2
1321,Scream 3,"Horror,Mystery",116.0,Wes Craven,2015
1322,Back to the Future Part III,"Adventure,Comedy,Sci-Fi",118.0,Robert Zemeckis,2
1323,The Accountant,"Action,Thriller",128.0,Gavin O'Connor,2
1324,Dumb and Dumber To,Comedy,109.0,-,0
1325,The Other Woman,"Comedy,Romance",109.0,Nick Cassavetes,2
1326,Eight Below,"Adventure,Drama,Family",120.0,Frank Marshall,2
1327,The Talented Mr. Ripley,"Crime,Drama,Thriller",139.0,Anthony Minghella,2008
1328,The Intern,"Comedy,Drama",121.0,Nancy Meyers,2
1329,The Last of the Mohicans,"Action,Adventure,Drama",112.0,Michael Mann,2
1330,Ray,"Biography,Drama,Music",152.0,Taylor Hackford,2
1331,Sin City,"Crime,Thriller",124.0,-,0
1332,Bridge of Spies,"Drama,History,Thriller",142.0,Steven Spielberg,2
1333,Vantage Point,"Action,Crime,Drama",90.0,Pete Travis,2
1334,"I Love You, Man","Comedy,Romance",105.0,John Hamburg,2
1335,Shallow Hal,"Comedy,Drama,Fantasy",114.0,-,0
1336,JFK,"Drama,History,Thriller",189.0,Oliver Stone,2
1337,Big Momma's House 2,"Comedy,Crime",99.0,John Whitesell,2
1338,Angel Has Fallen,"Action,Thriller",121.0,Ric Roman Waugh,2
1339,Hacksaw Ridge,"Biography,Drama,History",139.0,Mel Gibson,2
1340,The Mexican,"Adventure,Comedy,Crime",123.0,Gore Verbinski,2
1341,The Final Destination,"Horror,Thriller",82.0,David R. Ellis,2013
1342,The Conjuring: The Devil Made Me Do It,"Horror,Mystery,Thriller",112.0,Michael Chaves,2
1343,17 Again,"Comedy,Drama,Fantasy",102.0,Burr Steers,2
1344,Unknown,"Action,Mystery,Thriller",113.0,Jaume Collet-Serra,2
1345,Get Him to the Greek,"Comedy,Music",109.0,Nicholas Stoller,2
1346,Gothika,"Horror,Mystery,Thriller",98.0,Mathieu Kassovitz,2
1347,Behind Enemy Lines,"Action,Drama,Thriller",106.0,John Moore,2
1348,The Lincoln Lawyer,"Crime,Drama,Mystery",118.0,Brad Furman,2
1349,Invincible,"Biography,Drama,Sport",105.0,Ericson Core,2
1350,Small Soldiers,"Action,Adventure,Comedy",108.0,Joe Dante,2
1351,Spawn,"Action,Drama,Horror",96.0,Mark A.Z. Dippé,2
1352,Horrible Bosses 2,"Comedy,Crime",108.0,Sean Anders,2
1353,The Count of Monte Cristo,"Action,Adventure,Drama",131.0,Kevin Reynolds,2
1354,The Prestige,"Drama,Mystery,Sci-Fi",130.0,Christopher Nolan,2
1355,The Lake House,"Drama,Fantasy,Romance",99.0,Alejandro Agresti,2
1356,Predators,"Action,Adventure,Sci-Fi",107.0,Nimród Antal,2
1357,The Odd Life of Timothy Green,"Comedy,Drama,Family",105.0,Peter Hedges,2
1358,The Living Daylights,"Action,Adventure,Thriller",130.0,John Glen,2
1359,Apocalypto,"Action,Adventure,Drama",139.0,Mel Gibson,2
1360,Music and Lyrics,"Comedy,Music,Romance",104.0,Marc Lawrence,2
1361,Legal Eagles,"Comedy,Crime,Romance",116.0,Ivan Reitman,2022
1362,Secret Window,"Drama,Mystery,Thriller",96.0,David Koepp,2
1363,The Skeleton Key,"Drama,Horror,Mystery",104.0,Iain Softley,2
1364,Jersey Boys,"Biography,Drama,Music",134.0,Clint Eastwood,2
1365,Made of Honor,"Comedy,Romance",101.0,Paul Weiland,2
1366,The Rainmaker,"Crime,Drama,Thriller",135.0,Francis Ford Coppola,2
1367,Medicine Man,"Adventure,Drama,Romance",106.0,John McTiernan,2
1368,Amistad,"Biography,Drama,History",155.0,Steven Spielberg,2
1369,Final Destination 5,"Horror,Thriller",92.0,Steven Quale,2
1370,Widows,"Crime,Drama,Thriller",129.0,Steve McQueen,2
1371,Fever Pitch,"Comedy,Drama,Romance",104.0,-,0
1372,Sex Tape,"Comedy,Romance",94.0,Jake Kasdan,2
1373,Scream 4,"Comedy,Horror,Mystery",111.0,Wes Craven,2015
1374,Autumn in New York,"Drama,Romance",103.0,Joan Chen,2
1375,Paul,"Adventure,Comedy,Sci-Fi",104.0,Greg Mottola,2
1376,The Guilt Trip,"Comedy,Drama",95.0,Anne Fletcher,2
1377,Colombiana,"Action,Drama,Thriller",108.0,Olivier Megaton,2
1378,8MM,"Crime,Drama,Mystery",123.0,Joel Schumacher,2020
1379,The Commuter,"Action,Mystery,Thriller",104.0,Jaume Collet-Serra,2
1380,Hanging Up,"Comedy,Drama",94.0,Diane Keaton,2
1381,The Doors,"Biography,Drama,Music",140.0,Oliver Stone,2
1382,Mickey Blue Eyes,"Comedy,Crime,Romance",102.0,-,0
1383,The Spy Who Dumped Me,"Action,Adventure,Comedy",117.0,Susanna Fogel,2
1384,Arthur,"Comedy,Romance",110.0,Jason Winer,2
1385,Drillbit Taylor,"Action,Comedy,Crime",110.0,Steven Brill,2
1386,Patriots Day,"Action,Crime,Drama",133.0,Peter Berg,2
1387,The Shadow,"Action,Adventure,Crime",108.0,Russell Mulcahy,2
1388,Transporter 3,"Action,Adventure,Thriller",104.0,Olivier Megaton,2
1389,Morning Glory,"Comedy,Drama,Romance",107.0,Roger Michell,2021
1390,Get Rich or Die Tryin',"Biography,Crime,Drama",117.0,Jim Sheridan,2
1391,Long Shot,"Comedy,Romance",125.0,Jonathan Levine,2
1392,The Art of War,"Action,Adventure,Crime",117.0,Christian Duguay,2
1393,Grudge Match,"Comedy,Drama,Sport",113.0,Peter Segal,2
1394,Bless the Child,"Crime,Drama,Horror",107.0,Chuck Russell,2
1395,Rent,"Drama,Musical,Romance",135.0,Chris Columbus,2
1396,The Out-of-Towners,Comedy,90.0,Sam Weisman,2
1397,The Nut Job 2: Nutty by Nature,"Adventure,Animation,Comedy",91.0,Cal Brunker,2
1398,The Island of Dr. Moreau,"Horror,Sci-Fi,Thriller",96.0,-,0
