,movie_title,genres,runtime_minutes,director_name,director_deathYear
2164,Return to Me,"Comedy,Drama,Romance",115.0,Bonnie Hunt,2
2165,The Men Who Stare at Goats,"Comedy,War",94.0,Grant Heslov,2
2166,Zack and Miri Make a Porno,"Comedy,Romance",101.0,Kevin Smith,2
2167,Double Take,"Action,Comedy,Crime",88.0,George Gallo,2
2168,"Girl, Interrupted","Biography,Drama",127.0,James Mangold,2
2169,Nurse Betty,"Comedy,Crime,Drama",110.0,Neil LaBute,2
2170,Piranha 3D,"Comedy,Horror",88.0,Alexandre Aja,2
2171,Faster,"Action,Crime,Drama",98.0,George Tillman Jr.,2
2172,Lock Up,"Action,Crime,Drama",109.0,John Flynn,2007
2173,The Wiz,"Adventure,Family,Fantasy",134.0,Sidney Lumet,2011
2174,Win a Date with Tad Hamilton!,"Comedy,Romance",96.0,Robert Luketic,2
2175,Ready to Rumble,"Comedy,Sport",107.0,Brian Robbins,2
2176,Foxcatcher,"Biography,Drama,History",134.0,Bennett Miller,2
2177,I Don't Know How She Does It,"Comedy,Romance",89.0,Douglas McGrath,2022
2178,Dhoom 3,"Action,Crime,Drama",172.0,Vijay Krishna Acharya,2
2179,Beyond the Sea,"Biography,Drama,Music",118.0,Kevin Spacey,2
2180,Meet the Deedles,"Comedy,Family,Sport",93.0,Steve Boyum,2
2181,Zombieland,"Action,Comedy,Horror",88.0,Ruben Fleischer,2
2182,The Waterboy,"Comedy,Sport",90.0,Frank Coraci,2
2183,Green Book,"Biography,Comedy,Drama",130.0,Peter Farrelly,2
2184,Dangerous Minds,"Biography,Drama",99.0,John N. Smith,2
2185,Bad Boys,"Action,Comedy,Crime",119.0,Michael Bay,2
2186,The Wedding Ringer,Comedy,101.0,Jeremy Garelick,2
2187,Final Destination,"Horror,Thriller",98.0,James Wong,2
2188,King Kong,"Adventure,Horror",134.0,John Guillermin,2015
2189,The Ides of March,"Drama,Thriller",101.0,George Clooney,2
2190,Pitch Black,"Action,Horror,Sci-Fi",109.0,David Twohy,2
2191,The Hate U Give,"Crime,Drama",133.0,George Tillman Jr.,2
2192,Someone Like You,"Comedy,Romance",97.0,Tony Goldwyn,2
2193,Joy Ride,"Action,Mystery,Thriller",97.0,John Dahl,2
2194,Anywhere But Here,"Comedy,Drama",114.0,Wayne Wang,2
2195,Vanity Fair,Drama,141.0,Mira Nair,2
2196,The Marksman,"Action,Drama",108.0,Robert Lorenz,2
2197,The Way Back,"Drama,Sport",108.0,Gavin O'Connor,2
2198,The Crew,"Comedy,Crime",88.0,Michael Dinner,2
2199,Marvin's Room,Drama,98.0,Jerry Zaks,2
2200,Chasing Liberty,"Comedy,Romance",101.0,Andy Cadiff,2
2201,The Longshots,"Biography,Comedy,Drama",94.0,Fred Durst,2
2202,The End of the Affair,"Drama,Romance",102.0,Neil Jordan,2
2203,Harley Davidson and the Marlboro Man,"Action,Crime,Drama",98.0,Simon Wincer,2
2204,In the Valley of Elah,"Crime,Drama,Mystery",121.0,Paul Haggis,2
2205,Redemption,"Action,Crime,Drama",100.0,Steven Knight,2
2206,Redemption,"Family,Horror,Romance",110.0,Qing Zhu,2
2207,Redemption,"Drama,Mystery,Thriller",106.0,Tim Martin Crouse,2
2208,Spaceballs,"Adventure,Comedy,Sci-Fi",96.0,Mel Brooks,2
2209,1408,"Fantasy,Horror,Mystery",104.0,Mikael Håfström,2
2210,Nocturnal Animals,"Drama,Thriller",116.0,Tom Ford,2
2211,The Water Diviner,"Drama,History,War",111.0,Russell Crowe,2
2212,Ghost,"Drama,Fantasy,Romance",127.0,Jerry Zucker,2
2213,There's Something About Mary,"Comedy,Romance",119.0,-,0
2214,The Santa Clause,"Comedy,Drama,Family",97.0,John Pasquin,2
2215,The Nun,"Horror,Mystery,Thriller",96.0,Corin Hardy,2
2216,The Game Plan,"Comedy,Family,Sport",110.0,Andy Fickman,2
2217,The Rookie,"Drama,Family,Sport",127.0,John Lee Hancock,2
2218,The Bridges of Madison County,"Drama,Romance",135.0,Clint Eastwood,2
2219,Son of God,"Biography,Drama,History",138.0,Christopher Spencer,2
2220,The Animal,"Comedy,Sci-Fi",84.0,Luke Greenfield,2
2221,The Hundred-Foot Journey,"Comedy,Drama",122.0,Lasse Hallström,2
2222,Gandhi,"Biography,Drama,History",191.0,Richard Attenborough,2014
2223,Underworld,"Action,Fantasy,Thriller",121.0,Len Wiseman,2
2224,The Net,"Action,Crime,Drama",114.0,Irwin Winkler,2
2225,Diary of a Wimpy Kid: Dog Days,"Comedy,Family",94.0,David Bowers,2
2226,I Am Sam,Drama,132.0,Jessie Nelson,2
2227,The Gentlemen,"Action,Comedy,Crime",113.0,Guy Ritchie,2
2228,Derailed,"Crime,Drama,Thriller",108.0,Mikael Håfström,2
2229,The Informant!,"Biography,Comedy,Crime",108.0,Steven Soderbergh,2
2230,Delivery Man,"Comedy,Drama",105.0,Ken Scott,2
2231,"Hail, Caesar!","Comedy,Drama,Mystery",106.0,-,0
2232,Jay and Silent Bob Strike Back,Comedy,104.0,Kevin Smith,2
2233,Shadowlands,"Biography,Drama,Romance",131.0,Richard Attenborough,2014
2234,Traitor,"Action,Crime,Drama",114.0,Jeffrey Nachmanoff,2
2235,Deuce Bigalow: European Gigolo,Comedy,83.0,Mike Bigelow,2
2236,Diary of a Wimpy Kid: The Long Haul,"Adventure,Comedy,Family",91.0,David Bowers,2
2237,Mad Money,"Comedy,Crime,Thriller",104.0,Callie Khouri,2
2238,Homefront,"Action,Crime,Thriller",100.0,Gary Fleder,2
2239,Homefront,Drama,111.0,Chip Rossetti,2
2240,Igor,"Animation,Comedy,Family",87.0,Tony Leondis,2
2241,Saving Silverman,"Comedy,Crime,Romance",90.0,Dennis Dugan,2
2242,Summer of Sam,"Crime,Drama,Romance",142.0,Spike Lee,2
2243,The Glass House,"Crime,Drama,Mystery",106.0,Daniel Sackheim,2
2244,The Transporter Refueled,"Action,Thriller",96.0,Camille Delamarre,2
2245,The Island,"Action,Adventure,Drama",109.0,Michael Ritchie,2001
2246,Josie and the Pussycats,"Comedy,Music",98.0,-,0
2247,The Little Vampire,"Adventure,Comedy,Family",95.0,Uli Edel,2
2248,I Heart Huckabees,Comedy,107.0,David O. Russell,2
2249,"Roman J. Israel, Esq.","Crime,Drama,Thriller",122.0,Dan Gilroy,2
2250,Out of the Furnace,"Action,Crime,Drama",116.0,Scott Cooper,2
2251,RoboCop 3,"Action,Crime,Sci-Fi",104.0,Fred Dekker,2
2252,Dudley Do-Right,"Comedy,Family,Romance",77.0,Hugh Wilson,2018
2253,Just Getting Started,"Comedy,Crime",91.0,Ron Shelton,2
2254,Darling Lili,"Comedy,Drama,Musical",136.0,Blake Edwards,2010
2255,Before I Go to Sleep,"Drama,Mystery,Thriller",92.0,Rowan Joffe,2
2256,Stone,"Drama,Thriller",105.0,John Curran,2
2257,Sorcerer,"Adventure,Drama,Thriller",121.0,William Friedkin,2
2258,Michael Clayton,"Crime,Drama,Mystery",119.0,Tony Gilroy,2
2259,Arlington Road,"Action,Crime,Drama",117.0,Mark Pellington,2
2260,My Fellow Americans,"Adventure,Comedy",101.0,Peter Segal,2
2261,To Rome with Love,"Comedy,Music,Romance",112.0,Woody Allen,2
2262,Silver Linings Playbook,"Comedy,Drama,Romance",122.0,David O. Russell,2
2263,Blockers,"Comedy,Drama",102.0,Kay Cannon,2
2264,Pet Sematary,"Horror,Mystery,Thriller",101.0,-,0
2265,"South Park: Bigger, Longer & Uncut","Animation,Comedy,Fantasy",81.0,Trey Parker,2
2266,Firefox,"Action,Adventure,Thriller",136.0,Clint Eastwood,2
2267,Death at a Funeral,"Comedy,Drama",92.0,Neil LaBute,2
2268,Teenage Mutant Ninja Turtles III,"Action,Adventure,Comedy",96.0,Stuart Gillard,2
2269,Hardball,"Comedy,Drama,Sport",106.0,Brian Robbins,2
2270,For Colored Girls,Drama,134.0,Tyler Perry,2
2271,Freedom Writers,"Biography,Crime,Drama",123.0,Richard LaGravenese,2
2272,The Hustle,"Comedy,Crime",93.0,Chris Addison,2
2273,Kidnap,"Action,Crime,Thriller",95.0,Luis Prieto,2
2274,The Transporter,"Action,Crime,Thriller",92.0,-,0
2275,Never Back Down,"Action,Drama,Sport",113.0,Jeff Wadlow,2
2276,Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller",127.0,Tomas Alfredson,2
2277,The Bachelor,"Comedy,Romance",101.0,Gary Sinyor,2
2278,The Rage: Carrie 2,"Drama,Horror,Sci-Fi",104.0,-,0
2279,Swing Vote,"Comedy,Drama",120.0,Joshua Michael Stern,2
2280,Away We Go,"Adventure,Comedy,Drama",98.0,Sam Mendes,2
2281,Moonlight Mile,"Drama,Romance",117.0,Brad Silberling,2
2282,The Beaver,Drama,91.0,Jodie Foster,2
2283,Bitter Harvest,"Drama,History,Romance",103.0,George Mendeluk,2
2284,Molly,"Comedy,Drama,Romance",102.0,John Duigan,2
2285,Hustlers,"Comedy,Crime,Drama",110.0,Lorene Scafaria,2
2286,eXistenZ,"Horror,Mystery,Sci-Fi",97.0,David Cronenberg,2
2287,The Best Little Whorehouse in Texas,"Comedy,Musical",114.0,Colin Higgins,1988
2288,Pulse,"Horror,Sci-Fi,Thriller",90.0,Jim Sonzero,2
2289,Beauty and the Beast,"Animation,Family,Fantasy",84.0,-,0
2290,Us,"Horror,Mystery,Thriller",116.0,Jordan Peele,2
2291,Home Alone 2: Lost in New York,"Adventure,Comedy,Crime",120.0,Chris Columbus,2
2292,Close Encounters of the Third Kind,"Drama,Sci-Fi",138.0,Steven Spielberg,2
2293,Beverly Hills Cop II,"Action,Comedy,Crime",100.0,Tony Scott,2012
2294,La La Land,"Comedy,Drama,Music",128.0,Damien Chazelle,2
2295,The Conjuring,"Horror,Mystery,Thriller",112.0,James Wan,2
2296,Bringing Down the House,Comedy,105.0,Adam Shankman,2
2297,Wonder,"Drama,Family",113.0,Stephen Chbosky,2
2298,The Silence of the Lambs,"Crime,Drama,Thriller",118.0,Jonathan Demme,2017
2299,Wayne's World,"Comedy,Music",94.0,Penelope Spheeris,2
2300,Jackass 3D,"Action,Comedy,Documentary",94.0,Jeff Tremaine,2
2301,Bad Moms,Comedy,100.0,-,0
2302,Glass,"Drama,Horror,Sci-Fi",129.0,M. Night Shyamalan,2
2303,Jaws 2,"Adventure,Horror,Thriller",116.0,Jeannot Szwarc,2
2304,Beverly Hills Chihuahua,"Adventure,Comedy,Drama",91.0,Raja Gosnell,2
2305,Halloween Kills,"Horror,Thriller",105.0,David Gordon Green,2
2306,Tammy,"Comedy,Romance",97.0,Ben Falcone,2
2307,Good Boys,"Adventure,Comedy",90.0,Gene Stupnitsky,2
2308,Are We There Yet?,"Adventure,Comedy,Family",95.0,Brian Levant,2
2309,The Descendants,"Comedy,Drama",115.0,Alexander Payne,2
2310,School of Rock,"Comedy,Music",109.0,Richard Linklater,2
2311,Disturbia,"Crime,Drama,Mystery",105.0,D.J. Caruso,2
2312,Cocktail,"Comedy,Drama,Romance",104.0,Roger Donaldson,2
2313,Free Willy,"Adventure,Drama,Family",112.0,Simon Wincer,2
2314,Mortal Kombat,"Action,Adventure,Fantasy",101.0,Paul W.S. Anderson,2
2315,White Chicks,"Comedy,Crime",109.0,Keenen Ivory Wayans,2
2316,Obsessed,"Drama,Romance,Thriller",108.0,Steve Shill,2
2317,Holes,"Adventure,Comedy,Drama",117.0,Andrew Davis,2
2318,Halloween Ends,"Horror,Thriller",111.0,David Gordon Green,2
2319,The Last Song,"Drama,Music,Romance",108.0,Julie Anne Robinson,2
2320,Why Did I Get Married Too?,"Comedy,Drama,Romance",121.0,Tyler Perry,2
2321,The Shack,"Drama,Fantasy",132.0,Stuart Hazeldine,2
2322,12 Years a Slave,"Biography,Drama,History",134.0,Steve McQueen,2
2323,Drumline,"Comedy,Drama,Music",118.0,Charles Stone III,2
2324,Me Before You,"Drama,Romance",106.0,Thea Sharrock,2
2325,What Men Want,"Comedy,Fantasy,Romance",117.0,Adam Shankman,2
2326,Barbershop: The Next Cut,"Comedy,Drama",111.0,Malcolm D. Lee,2
2327,Edward Scissorhands,"Drama,Fantasy,Romance",105.0,Tim Burton,2
2328,A Simple Favor,"Comedy,Crime,Mystery",117.0,Paul Feig,2
2329,A Walk in the Clouds,"Drama,Romance",102.0,Alfonso Arau,2
2330,Popeye,"Adventure,Comedy,Family",114.0,Robert Altman,2006
2331,Date Movie,"Comedy,Romance",83.0,-,0
2332,The Jungle Book 2,"Adventure,Animation,Comedy",72.0,Steve Trenbirth,2
2333,Premonition,"Drama,Fantasy,Mystery",96.0,Mennan Yapo,2
2334,Boogeyman,"Drama,Horror,Mystery",89.0,Stephen Kay,2
2335,The Tigger Movie,"Adventure,Animation,Comedy",77.0,Jun Falkenstein,2
2336,Spotlight,"Biography,Crime,Drama",129.0,Tom McCarthy,2
2337,Spotlight,Drama,99.0,Sunkanmi Adebayo,2
2338,Queen & Slim,"Crime,Drama,Romance",132.0,Melina Matsoukas,2
2339,Acrimony,"Horror,Romance,Thriller",120.0,Tyler Perry,2
2340,Max,"Adventure,Drama,Family",111.0,Boaz Yakin,2
2341,Meet the Browns,"Comedy,Drama,Romance",100.0,Tyler Perry,2
2342,Orphan,"Horror,Mystery,Thriller",123.0,Jaume Collet-Serra,2
2343,The Star,"Adventure,Animation,Comedy",86.0,Timothy Reckart,2
2344,Epic Movie,"Adventure,Comedy,Fantasy",86.0,-,0
2345,Lakeview Terrace,"Crime,Drama,Thriller",110.0,Neil LaBute,2
2346,The Grudge 2,"Horror,Thriller",102.0,Takashi Shimizu,2
2347,Nerve,"Action,Adventure,Crime",96.0,-,0
2348,Conan the Barbarian,"Action,Adventure,Fantasy",129.0,John Milius,2
2349,How Stella Got Her Groove Back,"Comedy,Drama,Romance",124.0,Kevin Rodney Sullivan,2
2350,Bill & Ted's Bogus Journey,"Adventure,Comedy,Fantasy",93.0,Peter Hewitt,2
2351,Man of the Year,"Comedy,Drama,Romance",115.0,Barry Levinson,2
2352,Risen,"Action,Drama,History",107.0,Kevin Reynolds,2
2353,Vampires Suck,"Comedy,Horror",82.0,-,0
2354,The Black Hole,"Action,Sci-Fi",98.0,Gary Nelson,2022
2355,Selena,"Biography,Drama,Music",127.0,Gregory Nava,2
2356,The American,"Action,Crime,Drama",105.0,Anton Corbijn,2
2357,Eternal Sunshine of the Spotless Mind,"Drama,Romance,Sci-Fi",108.0,Michel Gondry,2
2358,Babel,Drama,143.0,Alejandro G. Iñárritu,2
2359,Doubt,"Drama,Mystery",104.0,John Patrick Shanley,2
2360,Team America: World Police,"Action,Comedy",98.0,Trey Parker,2
2361,Copycat,"Drama,Mystery,Thriller",123.0,Jon Amiel,2
2362,Scary Movie V,"Comedy,Horror",88.0,-,0
2363,She's Out of My League,"Comedy,Romance",104.0,Jim Field Smith,2
2364,Milk,"Biography,Comedy,Crime",128.0,Gus Van Sant,2
2365,Paint Your Wagon,"Comedy,Drama,Musical",164.0,Joshua Logan,1988
2366,Ghost Ship,Horror,91.0,Steve Beck,2
2367,The Bank Job,"Crime,Drama,Thriller",111.0,Roger Donaldson,2
2368,Wild Things,"Crime,Drama,Mystery",108.0,John McNaughton,2
2369,The Stepfather,"Mystery,Thriller",101.0,Nelson McCormick,2
2370,High Fidelity,"Comedy,Drama,Music",113.0,Stephen Frears,2
2371,Stick It,"Comedy,Drama,Sport",103.0,Jessica Bendinger,2
2372,One Missed Call,"Horror,Mystery",87.0,Eric Valette,2
2373,Eye for an Eye,"Crime,Drama,Thriller",101.0,John Schlesinger,2003
2374,Street Kings,"Action,Crime,Thriller",109.0,David Ayer,2
2375,The World's End,"Action,Comedy,Sci-Fi",109.0,Edgar Wright,2
2376,From Dusk Till Dawn,"Action,Crime,Horror",108.0,Robert Rodriguez,2
2377,You Again,"Comedy,Romance",105.0,Andy Fickman,2
2378,Nancy Drew,"Comedy,Crime,Family",99.0,Andrew Fleming,2
2379,Alpha and Omega,"Adventure,Animation,Comedy",90.0,-,0
2380,On the Basis of Sex,"Biography,Drama",120.0,Mimi Leder,2
2381,Endless Love,"Drama,Romance",104.0,Shana Feste,2
2382,The Covenant,"Action,Adventure,Fantasy",97.0,Renny Harlin,2
2383,Spiral,"Crime,Drama,Horror",93.0,Darren Lynn Bousman,2
2384,Spiral,Drama,92.0,Sofiene Mamdi,2
2385,Monte Carlo,"Adventure,Comedy,Family",109.0,Thomas Bezucha,2
2386,Stay Alive,"Fantasy,Horror,Mystery",85.0,William Brent Bell,2
2387,Rough Night,Comedy,101.0,Lucia Aniello,2
2388,Psycho,"Horror,Mystery,Thriller",105.0,Gus Van Sant,2
2389,Quigley Down Under,"Action,Adventure,Drama",119.0,Simon Wincer,2
2390,To Die For,"Comedy,Crime,Drama",106.0,Gus Van Sant,2
2391,Vampires,"Action,Horror,Thriller",108.0,John Carpenter,2
2392,Appaloosa,"Action,Crime,Drama",115.0,Ed Harris,2
2393,Secret in Their Eyes,"Crime,Drama,Mystery",111.0,Billy Ray,2
2394,Reign Over Me,Drama,124.0,Mike Binder,2
2395,My Best Friend's Girl,"Comedy,Romance",101.0,Howard Deutch,2
2396,Georgia Rule,"Comedy,Drama",113.0,Garry Marshall,2016
2397,Under the Rainbow,Comedy,98.0,Steve Rash,2
2398,Ladyhawke,"Adventure,Comedy,Drama",121.0,Richard Donner,2021
2399,Into the Wild,"Adventure,Biography,Drama",148.0,Sean Penn,2
2400,Simon Birch,"Comedy,Drama,Family",114.0,Mark Steven Johnson,2
2401,Pooh's Heffalump Movie,"Adventure,Animation,Comedy",68.0,Frank Nissen,2
2402,School for Scoundrels,Comedy,100.0,Todd Phillips,2
2403,Operation Finale,"Biography,Drama,History",122.0,Chris Weitz,2
2404,Home for the Holidays,"Comedy,Drama,Romance",103.0,Jodie Foster,2
2405,Kung Fu Hustle,"Action,Comedy,Fantasy",99.0,Stephen Chow,2
2406,The Country Bears,"Comedy,Family,Music",88.0,Peter Hastings,2
2407,Flatliners,"Drama,Horror,Mystery",109.0,Niels Arden Oplev,2
2408,Dead Silence,"Horror,Mystery,Thriller",89.0,James Wan,2
2409,21 Grams,"Crime,Drama,Thriller",124.0,Alejandro G. Iñárritu,2
2410,Armored,"Action,Crime,Thriller",88.0,Nimród Antal,2
2411,The Kite Runner,Drama,128.0,Marc Forster,2
2412,Paparazzi,"Action,Crime,Drama",84.0,Paul Abascal,2
2413,A Guy Thing,"Comedy,Romance",101.0,Chris Koch,2
2414,The Greatest Story Ever Told,"Biography,Drama,History",260.0,-,0
2415,Loser,"Comedy,Romance",98.0,Amy Heckerling,2
2416,Twilight,"Crime,Drama,Mystery",94.0,Robert Benton,2
2417,Capitalism: A Love Story,"Crime,Documentary,History",127.0,Michael Moore,2
2418,Lockout,"Action,Sci-Fi,Thriller",95.0,-,0
2419,Disaster Movie,"Comedy,Sci-Fi",87.0,-,0
2420,What's Your Number?,"Comedy,Romance",106.0,Mark Mylod,2
2421,The Man Who Knew Too Little,"Comedy,Crime,Drama",94.0,Jon Amiel,2
2422,Burnt,"Comedy,Drama",101.0,John Wells,2
2423,Envy,Comedy,99.0,Barry Levinson,2
2424,One Night with the King,"Biography,Drama,History",123.0,Michael O. Sajbel,2
2425,Bullets Over Broadway,"Comedy,Crime",98.0,Woody Allen,2
2426,Ghost Town,"Comedy,Drama,Fantasy",102.0,David Koepp,2
2427,Ghost Town,Documentary,169.0,Dayong Zhao,2
2428,The Quiet American,"Drama,Romance,Thriller",101.0,Phillip Noyce,2
2429,Triple 9,"Action,Crime,Thriller",115.0,John Hillcoat,2
2430,The Light Between Oceans,"Drama,Romance",133.0,Derek Cianfrance,2
2431,The Weather Man,"Comedy,Drama",102.0,Gore Verbinski,2
2432,Undisputed,"Action,Crime,Drama",96.0,Walter Hill,2
2433,12 Rounds,"Action,Crime,Thriller",108.0,Renny Harlin,2
2434,Let Me In,"Drama,Fantasy,Horror",116.0,Matt Reeves,2
2435,3 Ninjas Kick Back,"Action,Comedy,Family",93.0,Charles T. Kanganis,2
2436,Be Kind Rewind,Comedy,102.0,Michel Gondry,2
2437,Mrs. Henderson Presents,"Comedy,Drama,Music",103.0,Stephen Frears,2
2438,Deconstructing Harry,Comedy,96.0,Woody Allen,2
2439,Three to Tango,"Comedy,Romance",98.0,Damon Santostefano,2
2440,We're No Angels,"Comedy,Crime",106.0,Neil Jordan,2
2441,Everyone Says I Love You,"Comedy,Musical,Romance",101.0,Woody Allen,2
2442,Death Sentence,"Action,Crime,Drama",105.0,James Wan,2
2443,Popstar: Never Stop Never Stopping,"Comedy,Drama,Musical",87.0,-,0
2444,Thank You for Your Service,"Biography,Drama,War",109.0,Jason Hall,2
2445,Everybody's Fine,"Adventure,Drama",100.0,Kirk Jones,2
2446,Superbabies: Baby Geniuses 2,"Comedy,Family,Sci-Fi",88.0,Bob Clark,2007
2447,Battle of the Year,"Drama,Music",110.0,Benson Lee,2
2448,Death at a Funeral,Comedy,90.0,Frank Oz,2
2449,The Man,"Action,Comedy,Crime",83.0,Les Mayfield,2
2450,Code Name: The Cleaner,"Action,Comedy,Crime",84.0,Les Mayfield,2
2451,Inherent Vice,"Comedy,Crime,Drama",148.0,Paul Thomas Anderson,2
2452,Connie and Carla,"Comedy,Crime,Music",108.0,Michael Lembeck,2
2453,Machete Kills,"Action,Crime,Thriller",107.0,Robert Rodriguez,2
2454,Sweet Charity,"Comedy,Drama,Music",149.0,Bob Fosse,1987
2455,Doogal,"Adventure,Animation,Comedy",85.0,-,0
2456,Proof,"Drama,Mystery",100.0,John Madden,2
2457,An American Carol,"Comedy,Fantasy",83.0,David Zucker,2
2458,Willard,"Drama,Horror,Thriller",100.0,Glen Morgan,2
2459,Strange Wilderness,"Adventure,Comedy",87.0,Fred Wolf,2
2460,Little Boy,"Drama,History,War",106.0,Alejandro Monteverde,2
2461,Chasing Mavericks,"Biography,Drama,Sport",116.0,-,0
2462,A Most Violent Year,"Action,Crime,Drama",125.0,J.C. Chandor,2
2463,A Dangerous Method,"Biography,Drama,Romance",99.0,David Cronenberg,2
2464,A Scanner Darkly,"Animation,Comedy,Crime",100.0,Richard Linklater,2
2465,Bandslam,"Comedy,Drama,Family",111.0,Todd Graff,2
2466,Alone in the Dark,"Action,Horror,Sci-Fi",99.0,Uwe Boll,2
2467,Birth,"Drama,Fantasy,Mystery",100.0,Jonathan Glazer,2
2468,Hands of Stone,"Biography,Drama,Sport",111.0,Jonathan Jakubowicz,2
2469,Tolkien,"Biography,Drama,Romance",112.0,Dome Karukoski,2
2470,Passchendaele,"Drama,History,Romance",114.0,Paul Gross,2
2471,Flash of Genius,"Biography,Drama",119.0,Marc Abraham,2
2472,The Cold Light of Day,"Action,Thriller",93.0,Mabrouk El Mechri,2
2473,"Synecdoche, New York",Drama,124.0,Charlie Kaufman,2
2474,Suspiria,"Drama,Fantasy,Horror",152.0,Luca Guadagnino,2
2475,My All-American,"Biography,Drama,Sport",118.0,Angelo Pizzo,2
2476,Can't Stop the Music,"Biography,Comedy,Musical",124.0,Nancy Walker,1992
2477,Marci X,"Comedy,Music",84.0,Richard Benjamin,2
2478,Equilibrium,"Action,Drama,Sci-Fi",107.0,Kurt Wimmer,2
2479,The Children of Huang Shi,"Drama,War",125.0,Roger Spottiswoode,2
2480,The Yards,"Crime,Drama,Romance",115.0,James Gray,2
2481,Middle Men,"Action,Comedy,Crime",82.0,Matt Marshall,2
2482,All Good Things,"Crime,Drama,Mystery",101.0,Andrew Jarecki,2
2483,By the Sea,"Drama,Romance",122.0,Angelina Jolie,2
2484,Steamboy,"Action,Adventure,Animation",126.0,Katsuhiro Ôtomo,2
2485,The Game of Their Lives,"Drama,History,Sport",101.0,David Anspaugh,2
2486,Rapa Nui,"Action,Adventure,Drama",107.0,Kevin Reynolds,2
2487,The Tempest,"Comedy,Drama,Fantasy",110.0,Julie Taymor,2
2488,The Tempest,Drama,131.0,Des McAnuff,2
2489,Regression,"Adventure,Crime,Drama",106.0,Alejandro Amenábar,2
2490,The Shape of Water,"Drama,Fantasy,Romance",123.0,Guillermo del Toro,2
2491,The Painted Veil,"Drama,Romance",125.0,John Curran,2
2492,The Devil's Double,"Biography,Drama,Thriller",109.0,Lee Tamahori,2
2493,Back to the Future,"Adventure,Comedy,Sci-Fi",116.0,Robert Zemeckis,2
2494,Dances with Wolves,"Adventure,Drama,Western",181.0,Kevin Costner,2
2495,Scary Movie,Comedy,88.0,Keenen Ivory Wayans,2
2496,Bad Teacher,"Comedy,Romance",92.0,Jake Kasdan,2
2497,Sausage Party,"Adventure,Animation,Comedy",89.0,-,0
2498,Sea of Love,"Crime,Drama,Mystery",113.0,Harold Becker,2
2499,Just Married,"Comedy,Romance",95.0,Shawn Levy,2
2500,A Cinderella Story,"Comedy,Family,Romance",95.0,Mark Rosman,2
2501,The Shining,"Drama,Horror",146.0,Stanley Kubrick,1999
2502,House on Haunted Hill,"Crime,Fantasy,Horror",93.0,William Malone,2
2503,The Crazies,"Adventure,Horror",101.0,Breck Eisner,2
2504,Notorious,"Biography,Crime,Drama",122.0,George Tillman Jr.,2
2505,The Switch,"Comedy,Drama,Romance",101.0,-,0
2506,Leap Year,"Comedy,Romance",100.0,Anand Tucker,2
2507,Leap Year,"Drama,Romance",94.0,Michael Rowe,2
2508,The Book Thief,"Drama,War",131.0,Brian Percival,2
2509,Gone Baby Gone,"Crime,Drama,Mystery",114.0,Ben Affleck,2
2510,Thomas and the Magic Railroad,"Adventure,Comedy,Drama",85.0,Britt Allcroft,2
2511,Gone,"Action,Adventure,Mystery",94.0,Heitor Dhalia,2
2512,Sex Drive,"Comedy,Romance",109.0,Sean Anders,2
2513,Firestorm,"Action,Thriller",89.0,Dean Semler,2
2514,Take Me Home Tonight,"Comedy,Drama,Romance",114.0,Michael Dowse,2
2515,Won't Back Down,Drama,121.0,Daniel Barnz,2
2516,Action Point,Comedy,85.0,Tim Kirkby,2
2517,The Fall of the Roman Empire,"Drama,History,War",188.0,Anthony Mann,1967
2518,The Nutcracker,"Family,Fantasy,Music",92.0,Emile Ardolino,1993
2519,Kansas City,"Crime,Drama,Music",116.0,Robert Altman,2006
2520,The Amityville Horror,Horror,90.0,Andrew Douglas,2
2521,The Invention of Lying,"Comedy,Fantasy,Romance",100.0,-,0
2522,Fear and Loathing in Las Vegas,"Adventure,Comedy,Drama",118.0,Terry Gilliam,2
2523,The Hunt,"Action,Horror,Thriller",90.0,Craig Zobel,2
2524,Neighbors,Comedy,97.0,Nicholas Stoller,2
2525,Borat,Comedy,84.0,Larry Charles,2
2526,The Mask,"Action,Comedy,Crime",101.0,Chuck Russell,2
2527,Big,"Comedy,Drama,Fantasy",104.0,Penny Marshall,2018
2528,Legally Blonde,"Comedy,Romance",96.0,Robert Luketic,2
2529,Mean Girls,Comedy,97.0,Mark Waters,2
2530,Star Trek III: The Search for Spock,"Action,Adventure,Sci-Fi",105.0,Leonard Nimoy,2015
2531,The Exorcism of Emily Rose,"Drama,Horror,Thriller",119.0,Scott Derrickson,2
2532,Deuce Bigalow: Male Gigolo,"Comedy,Romance",88.0,Mike Mitchell,2
2533,Barbershop 2: Back in Business,"Comedy,Drama",106.0,Kevin Rodney Sullivan,2
2534,The Family Stone,"Comedy,Drama,Romance",103.0,Thomas Bezucha,2
2535,Bad Santa,"Comedy,Crime,Drama",92.0,Terry Zwigoff,2
2536,Predator,"Action,Adventure,Horror",107.0,John McTiernan,2
2537,My Big Fat Greek Wedding 2,"Comedy,Romance",94.0,Kirk Jones,2
2538,The Perfect Guy,"Drama,Romance,Thriller",100.0,David M. Rosenthal,2
2539,Austin Powers: International Man of Mystery,"Adventure,Comedy",94.0,Jay Roach,2
2540,Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family",100.0,David Bowers,2
